train_accuracy: 0.4076158940397351 test_accuracy: 0.38609271523178806
epoch1 33380.30155849457s
train loss:0.09010228535594632
train loss:0.09026790022730806
train loss:0.07809503195923571
train loss:0.1840471356113328
train loss:0.15004386964082675
train loss:0.09406423759386277
train loss:0.14247606783085554
train loss:0.10264044954367212
train loss:0.08166481558374997
train loss:0.08030829985863487
train loss:0.07723080117917443
train loss:0.16206060422060203
train loss:0.07516748704986123
train loss:0.04749969085710567
train loss:0.12300277373224994
train loss:0.056309962083403026
train loss:0.09478200253067587
train loss:0.09121276262338934
train loss:0.10877314856126023
train loss:0.1052492630359614
train loss:0.12011119972235386
train loss:0.13645356135133882
train loss:0.056851609001282416
train loss:0.09827298087774765
train loss:0.0675529115502792
train loss:0.07584417614032113
train loss:0.08726145421484245
train loss:0.13223616147930595
train loss:0.032323583133789004
train loss:0.1545150246236586
train loss:0.1690330472037499
train loss:0.06522686146953108
train loss:0.08146350091896183
train loss:0.10271217267879179
train loss:0.06547759959193415
train loss:0.12415868515428556
train loss:0.06599148459312709
train loss:0.0840806431467213
train loss:0.17178779905749952
train loss:0.08922059357944839
train loss:0.11944113049483449
train loss:0.09385112510896637
train loss:0.09365139174591229
train loss:0.10766863326511601
train loss:0.06130299882452949
train loss:0.03604086929910753
train loss:0.040394109558537804
train loss:0.08357754574057875
train loss:0.08040215403316958
train loss:0.08066101765468238
train loss:0.04824821282023261
train loss:0.07509086144608478
train loss:0.1142507526618341
train loss:0.06803601797915663
train loss:0.19308152458258032
train loss:0.08567272423733764
train loss:0.19792433703233314
train loss:0.09995242356360723
train loss:0.10651041225488594
train loss:0.09631324359909549
train loss:0.09409293758285255
train loss:0.1391328718767936
train loss:0.08117996622497886
train loss:0.09659787109351918
train loss:0.07695156236092134
train loss:0.03031866628553908
train loss:0.10227722677046418
train loss:0.03171064185149633
train loss:0.04802877516459247
train loss:0.07222262709535272
train loss:0.037305081933175915
train loss:0.06493176896102426
train loss:0.05589745581371121
train loss:0.05106012476334544
train loss:0.04280594407777752
train loss:0.022944071085044752
train loss:0.04999683605985053
train loss:0.12638606243636036
train loss:0.0756175978732699
train loss:0.093679701268086
train loss:0.05789898842958096
train loss:0.046830315329230536
train loss:0.057366191133437196
train loss:0.07169596490572784
train loss:0.16247927301791198
train loss:0.06273174631894285
train loss:0.06368795642168865
train loss:0.07935765938608826
=============== Final Test Accuracy ===============
test acc:0.9635761589403974
Saved Network Parameters!
Traceback (most recent call last):
  File "Cov_test.py", line 49, in <module>
    plt.plot(x, trainer.train_acc_list, marker='o', label='train', markevery=2)
  File "/usr/local/lib/python3.8/dist-packages/matplotlib/pyplot.py", line 2769, in plot
    return gca().plot(
  File "/usr/local/lib/python3.8/dist-packages/matplotlib/axes/_axes.py", line 1632, in plot
    lines = [*self._get_lines(*args, data=data, **kwargs)]
  File "/usr/local/lib/python3.8/dist-packages/matplotlib/axes/_base.py", line 312, in __call__
    yield from self._plot_args(this, kwargs)
  File "/usr/local/lib/python3.8/dist-packages/matplotlib/axes/_base.py", line 498, in _plot_args
    raise ValueError(f"x and y must have same first dimension, but "
ValueError: x and y must have same first dimension, but have shapes (5,) and (1,)
(7550, 1, 192, 192)
train loss:1.097295667959316
=== epoch:1, train acc:0.428, test acc:0.404 ===
train loss:1.0922010013433334
train loss:1.0747164229204575
train loss:1.0510565931564395
train loss:1.0939195178635253
train loss:1.0277253577605292
train loss:1.012947709741581
train loss:1.0104110120253742
train loss:1.059098775360764
train loss:1.070383254686608
train loss:1.0571792464334469
train loss:1.0803068262832114
train loss:1.0748451511974837
train loss:1.0607393009602344
train loss:1.0677518735647649
train loss:1.0561822902756968
train loss:1.0627198711080728
train loss:1.06062997678174
train loss:1.032056361259874
train loss:1.0820850620403621
train loss:1.1024875501508347
train loss:1.0421033802870394
train loss:1.0174386527781714
train loss:1.031239830948382
train loss:1.050648217808013
train loss:1.0661781150665597
train loss:1.053752220744278
train loss:1.0763290099196363
train loss:1.0470947321131383
train loss:1.0866616539066616
train loss:1.0468748750848398
train loss:1.0426549881645777
train loss:1.056095070906581
train loss:0.9876305767226728
train loss:1.0864354579551863
train loss:1.0298564117320357
train loss:1.0324972006334776
train loss:1.0092798234044755
train loss:1.022808448957177
train loss:1.0019308485268323
train loss:1.0155348341201569
train loss:1.0196107145167728
train loss:1.0002920310275416
train loss:0.9131862499035917
train loss:0.9991111709417068
train loss:0.936473585421853
train loss:0.946405065509825
train loss:1.0859179265854753
train loss:0.9524281531556507
train loss:0.9909293778824301
train loss:1.0007633466689017
train loss:0.9721851558731465
train loss:0.9809601231468994
train loss:0.9340833813955162
train loss:0.9155212050471009
train loss:0.9098974115237735
train loss:0.9160680202651068
train loss:0.865510474381499
train loss:0.9404211106545186
train loss:0.8464662850430296
train loss:0.7947885129863559
train loss:0.930163166662445
train loss:0.8703461043434778
train loss:0.7529897476468365
train loss:0.8161236054236397
train loss:0.7617692686359829
train loss:0.8379559349663706
train loss:0.7623545229530593
train loss:0.7961708886565302
train loss:0.7122165695640382
train loss:0.7778951106677039
train loss:0.6569060980016209
train loss:0.6775413072132114
train loss:0.695691846272892
train loss:0.6392448736712357
train loss:0.5796797090642649
train loss:0.6004813114394821
train loss:0.6185226856724504
train loss:0.548413557872279
train loss:0.6092620411156612
train loss:0.6048875525726768
train loss:0.5646732352486876
train loss:0.5293753317800575
train loss:0.4330994719786954
train loss:0.5603591370145531
train loss:0.4852158177155043
train loss:0.5261384414226549
train loss:0.44225356041171504
train loss:0.4493965122963339
train loss:0.48628141257821794
train loss:0.5240655754256834
train loss:0.5042341096516725
train loss:0.484935844772936
train loss:0.4106318093669229
train loss:0.42079348028311353
train loss:0.504892350306366
train loss:0.3565673281453948
train loss:0.47603961226973623
train loss:0.3788103407601637
train loss:0.4397058057378815
train loss:0.4197760045695132
train loss:0.3416838597029409
train loss:0.48729145520541833
train loss:0.43372929442727676
train loss:0.44828464095308207
train loss:0.4329986772634129
train loss:0.40854745195566394
train loss:0.28171713351110284
train loss:0.4371124741026705
train loss:0.36646515557286874
train loss:0.35476417186986614
train loss:0.295776864243166
train loss:0.5260713575944211
train loss:0.21562790430381046
train loss:0.28130203130002857
train loss:0.36152187736779484
train loss:0.30120863423341526
train loss:0.42765788216372314
train loss:0.2555953526624454
train loss:0.3875336653992022
train loss:0.23342545552432373
train loss:0.2854608162940823
train loss:0.19850343156032507
train loss:0.25127988245057264
train loss:0.32009424792299734
train loss:0.28253981810218376
train loss:0.2136592591632841
train loss:0.21825871073002945
train loss:0.27397519236670803
train loss:0.30967604200874577
train loss:0.2639857702728354
train loss:0.16447383552744213
train loss:0.2605868640324955
train loss:0.3667644622986987
train loss:0.233142173120274
train loss:0.25702355506341457
train loss:0.33283929342311747
train loss:0.21115185256796612
train loss:0.29550152859869994
train loss:0.11516940647798153
train loss:0.2119387727891889
train loss:0.2524435221732257
train loss:0.15577986631693638
train loss:0.38037601091604223
train loss:0.26539079974406965
train loss:0.39173767188997916
train loss:0.2532019050145386
train loss:0.2093660739384186
train loss:0.20322576160755088
train loss:0.26405331281768407
train loss:0.22767032195650272
train loss:0.17208032649815688
train loss:0.28526885121025686
train loss:0.24961553600067923
train loss:0.21845013524618145
train loss:0.39979214722604917
train loss:0.18948424967384914
train loss:0.16510600330141037
train loss:0.14114611917768108
train loss:0.2531812795002988
train loss:0.3159567032748003
train loss:0.1679207963568801
train loss:0.16195032965953163
train loss:0.1871973311119102
train loss:0.15862871781887386
train loss:0.3031797824954516
train loss:0.22962452443018666
train loss:0.1879558041254994
train loss:0.18408546411673624
train loss:0.21850682449932332
train loss:0.22175434128053445
train loss:0.17220649616355702
train loss:0.1381532964529469
train loss:0.24737992381819163
train loss:0.21728970872845188
train loss:0.13024822793876734
train loss:0.14032764547003207
train loss:0.21408959603696318
train loss:0.1868562914962748
train loss:0.2341336385624713
train loss:0.12627988962076464
train loss:0.15465420536233965
train loss:0.20466146821174502
train loss:0.10693106788330399
train loss:0.10885933352528313
train loss:0.16407313467750598
train loss:0.12730342641531842
train loss:0.2810658234147427
train loss:0.2213079241226389
train loss:0.1626715479060695
train loss:0.14998199344990135
train loss:0.12955429486565548
train loss:0.10912682331493073
train loss:0.13095966606973364
train loss:0.1574737801719945
train loss:0.22945392165579415
train loss:0.12283471521649389
train loss:0.16015356567934583
train loss:0.12635998829679262
train loss:0.16801535796248931
train loss:0.1734871770372037
train loss:0.17771331953173367
train loss:0.12804985835827523
train loss:0.12828724993027443
train loss:0.19333158871719017
train loss:0.13578096791823252
train loss:0.1368516236246751
train loss:0.11455676826000151
train loss:0.11073033493493939
train loss:0.18167667532859474
train loss:0.1827714829876989
train loss:0.14828829261143667
train loss:0.17848467765687295
train loss:0.24098217558322482
train loss:0.13880985425868
train loss:0.1990477159512778
train loss:0.16521075075726654
train loss:0.14207514939602864
train loss:0.1296738652300115
train loss:0.16822695541588295
train loss:0.0703781461670488
train loss:0.06295687657793474
train loss:0.14620092636621362
train loss:0.12145740902536277
train loss:0.1376111815922409
train loss:0.10948694174576792
train loss:0.10689732821606368
train loss:0.08113146762131125
train loss:0.0669278787053262
train loss:0.10352841505206975
train loss:0.1258008094942677
train loss:0.1930045444284792
train loss:0.07628590558152953
train loss:0.16293119785667304
train loss:0.19223720356496696
train loss:0.2048748055646655
train loss:0.0750806831135374
train loss:0.10217894673171835
train loss:0.09887958947106557
train loss:0.13567712894365402
train loss:0.14032444155569632
train loss:0.0996643609308989
train loss:0.10276197569357029
train loss:0.08190569094569015
train loss:0.12168105657011148
train loss:0.1311070845089287
train loss:0.07826533820445425
train loss:0.10463804591675457
train loss:0.23593128970755664
train loss:0.08636498539896154
train loss:0.18892845605221545
train loss:0.08481253380673896
train loss:0.10093814236487612
train loss:0.06718556873301486
train loss:0.11383677683908613
train loss:0.09756877229999475
train loss:0.08754872525882314
train loss:0.11954280831025464
train loss:0.048805201073048726
train loss:0.11346584389701586
train loss:0.07207075642558508
train loss:0.09726509331155075
train loss:0.046392649937922324
train loss:0.0936110636578921
train loss:0.031947226280096726
train loss:0.10399887752412797
train loss:0.09303545023666086
train loss:0.12370760360033657
train loss:0.08532378083455384
train loss:0.05406391963997501
train loss:0.12335574248611443
train loss:0.07191715758785856
train loss:0.11051242782334249
train loss:0.10128268900329729
train loss:0.06931022532995207
train loss:0.1202678310670443
train loss:0.056775860871895185
train loss:0.12447794321567253
train loss:0.14270934794503087
train loss:0.104230673535119
train loss:0.1792738542884533
train loss:0.19083705635404552
train loss:0.048970372685888365
train loss:0.06299076899379519
train loss:0.07804183458032961
train loss:0.16890103641834983
train loss:0.053958391665293315
train loss:0.04664661950217125
train loss:0.1054605403270529
train loss:0.06654617600501385
train loss:0.08595185686905954
train loss:0.053185011570076046
train loss:0.15362786657906938
train loss:0.11045358620559893
train loss:0.07958231030687526
train loss:0.13289536601836788
train loss:0.08011265185316425
train loss:0.08630063253485414
train loss:0.10108230099480295
train loss:0.14285247358663644
train loss:0.08767482840010014
train loss:0.19465664855461498
=============== Final Test Accuracy ===============
test acc:0.9596026490066225
Saved Network Parameters!
Traceback (most recent call last):
  File "Cov_test.py", line 49, in <module>
    plt.plot(x, trainer.train_acc_list, marker='o', label='train', markevery=2)
  File "/usr/local/lib/python3.8/dist-packages/matplotlib/pyplot.py", line 2769, in plot
    return gca().plot(
  File "/usr/local/lib/python3.8/dist-packages/matplotlib/axes/_axes.py", line 1632, in plot
    lines = [*self._get_lines(*args, data=data, **kwargs)]
  File "/usr/local/lib/python3.8/dist-packages/matplotlib/axes/_base.py", line 312, in __call__
    yield from self._plot_args(this, kwargs)
  File "/usr/local/lib/python3.8/dist-packages/matplotlib/axes/_base.py", line 498, in _plot_args
    raise ValueError(f"x and y must have same first dimension, but "
ValueError: x and y must have same first dimension, but have shapes (5,) and (1,)
